mysql,6,10,0.6
javascript,7,10,0.7
html,6,10,0.6
jquery,6,10,0.6
arrays,8,10,0.8
ajax,7,10,0.7
wordpress,7,10,0.7
sql,7,10,0.7
codeigniter,6,10,0.6
regex,8,10,0.8
forms,4,10,0.4
json,7,10,0.7
apache,6,10,0.6
database,4,10,0.4
.htaccess,10,10,1.0
symfony2,9,10,0.9
laravel,10,10,1.0
xml,8,10,0.8
zend-framework,9,10,0.9
curl,7,10,0.7
session,6,10,0.6
pdo,8,10,0.8
css,2,10,0.2
mysqli,7,10,0.7
facebook,8,10,0.8
cakephp,7,10,0.7
email,2,10,0.2
magento,8,10,0.8
yii,8,10,0.8
laravel-4,10,10,1.0
oop,9,10,0.9
string,7,10,0.7
post,7,10,0.7
image,8,10,0.8
function,6,10,0.6
variables,5,10,0.5
api,2,10,0.2
date,8,10,0.8
mod-rewrite,10,10,1.0
android,5,10,0.5
security,3,10,0.3
foreach,6,10,0.6
multidimensional-array,7,10,0.7
redirect,3,10,0.3
url,3,10,0.3
class,10,10,1.0
validation,8,10,0.8
java,7,10,0.7
doctrine2,8,10,0.8
linux,5,10,0.5
file-upload,5,10,0.5
joomla,4,10,0.4
cookies,5,10,0.5
loops,4,10,0.4
facebook-graph-api,9,10,0.9
file,6,10,0.6
drupal,6,10,0.6
soap,4,10,0.4
datetime,8,10,0.8
login,1,10,0.1
preg-replace,8,10,0.8
parsing,7,10,0.7
csv,7,10,0.7
if-statement,2,10,0.2
zend-framework2,8,10,0.8
html5,0,10,0.0
upload,5,10,0.5
paypal,4,10,0.4
preg-match,7,10,0.7
sorting,9,10,0.9
phpmyadmin,4,10,0.4
search,3,10,0.3
get,3,10,0.3
sql-server,5,10,0.5
doctrine,9,10,0.9
performance,3,10,0.3
web-services,3,10,0.3
table,3,10,0.3
pdf,3,10,0.3
utf-8,9,10,0.9
simplexml,10,10,1.0
object,9,10,0.9
phpunit,5,10,0.5
mongodb,8,10,0.8
dom,8,10,0.8
select,5,10,0.5
http,4,10,0.4
include,6,10,0.6
authentication,5,10,0.5
caching,5,10,0.5
cron,3,10,0.3
pagination,1,10,0.1
twitter,6,10,0.6
xampp,0,10,0.0
python,2,10,0.2
rest,1,10,0.1
encryption,5,10,0.5
wordpress-plugin,3,10,0.3
gd,7,10,0.7
smarty,7,10,0.7
