mysql,5,10,0.5
javascript,7,10,0.7
html,6,10,0.6
jquery,5,10,0.5
arrays,8,10,0.8
ajax,7,10,0.7
wordpress,7,10,0.7
sql,7,10,0.7
codeigniter,5,10,0.5
regex,8,10,0.8
forms,5,10,0.5
json,7,10,0.7
apache,5,10,0.5
database,4,10,0.4
.htaccess,10,10,1.0
symfony2,9,10,0.9
laravel,10,10,1.0
xml,8,10,0.8
zend-framework,8,10,0.8
curl,7,10,0.7
session,6,10,0.6
pdo,8,10,0.8
css,3,10,0.3
mysqli,7,10,0.7
facebook,8,10,0.8
cakephp,7,10,0.7
email,2,10,0.2
magento,7,10,0.7
yii,7,10,0.7
laravel-4,10,10,1.0
oop,8,10,0.8
string,8,10,0.8
post,8,10,0.8
image,9,10,0.9
function,6,10,0.6
variables,5,10,0.5
api,3,10,0.3
date,8,10,0.8
mod-rewrite,10,10,1.0
android,5,10,0.5
security,3,10,0.3
foreach,6,10,0.6
multidimensional-array,6,10,0.6
redirect,4,10,0.4
url,3,10,0.3
class,9,10,0.9
validation,7,10,0.7
java,7,10,0.7
doctrine2,8,10,0.8
linux,5,10,0.5
file-upload,4,10,0.4
joomla,4,10,0.4
cookies,5,10,0.5
loops,7,10,0.7
facebook-graph-api,9,10,0.9
file,6,10,0.6
drupal,6,10,0.6
soap,4,10,0.4
datetime,8,10,0.8
login,1,10,0.1
preg-replace,8,10,0.8
parsing,9,10,0.9
csv,5,10,0.5
if-statement,5,10,0.5
zend-framework2,7,10,0.7
html5,0,10,0.0
upload,5,10,0.5
paypal,4,10,0.4
preg-match,7,10,0.7
sorting,8,10,0.8
phpmyadmin,4,10,0.4
search,3,10,0.3
get,4,10,0.4
sql-server,4,10,0.4
doctrine,9,10,0.9
performance,3,10,0.3
web-services,3,10,0.3
table,3,10,0.3
pdf,3,10,0.3
utf-8,9,10,0.9
simplexml,10,10,1.0
object,9,10,0.9
phpunit,5,10,0.5
mongodb,8,10,0.8
dom,8,10,0.8
select,6,10,0.6
http,5,10,0.5
include,5,10,0.5
authentication,5,10,0.5
caching,6,10,0.6
cron,3,10,0.3
pagination,1,10,0.1
twitter,5,10,0.5
xampp,0,10,0.0
python,2,10,0.2
rest,2,10,0.2
encryption,5,10,0.5
wordpress-plugin,3,10,0.3
gd,6,10,0.6
smarty,7,10,0.7
